i,j,fill
1,38,1
2,38,1
7,38,1
56,38,1
266,38,1
267,38,1
300,38,1
532,38,1
537,38,1
539,38,1
556,38,1
624,38,1
735,38,1
752,38,1
762,38,1
764,38,1
773,38,1
776,38,1
777,38,1
778,38,1
781,38,1
785,38,1
786,38,1
787,38,1
790,38,1
792,38,1
798,38,1
900,38,1
1009,38,1
1010,38,1
1011,38,1
1012,38,1
1013,38,1
1014,38,1
1015,38,1
1016,38,1
1017,38,1
1018,38,1
1176,38,1
1177,38,1
1178,38,1
1179,38,1
1180,38,1
1181,38,1
1281,38,1
1300,38,1
1304,38,1
1315,38,1
1321,38,1
1326,38,1
1410,38,1
1416,38,1
1417,38,1
1418,38,1
1424,38,1
1639,38,1
1641,38,1
1642,38,1
1643,38,1
1644,38,1
1645,38,1
1664,38,1
1670,38,1
1671,38,1
1672,38,1
1673,38,1
1674,38,1
1675,38,1
1678,38,1
1679,38,1
1680,38,1
1709,38,1
1710,38,1
1711,38,1
1712,38,1
1713,38,1
1714,38,1
1715,38,1
1716,38,1
1717,38,1
1718,38,1
1719,38,1
1720,38,1
1932,38,1
2045,38,1
2064,38,1
2065,38,1
2066,38,1
2067,38,1
2068,38,1
2074,38,1
2077,38,1
2079,38,1
2086,38,1
2087,38,1
2089,38,1
2097,38,1
2236,38,1
2237,38,1
2329,38,1
2367,38,1
2378,38,1
2487,38,1
2558,38,1
2935,38,1
2973,38,1
2984,38,1
2991,38,1
3080,38,1
3085,38,1
3317,38,1
3376,38,1
3380,38,1
3384,38,1
3385,38,1
3389,38,1
3390,38,1
3718,38,1
3747,38,1
3748,38,1
3749,38,1
3750,38,1
3751,38,1
3752,38,1
3753,38,1
3754,38,1
3755,38,1
3756,38,1
3757,38,1
3758,38,1
3759,38,1
3760,38,1
3761,38,1
3762,38,1
3763,38,1
3764,38,1
3765,38,1
3766,38,1
3767,38,1
3986,38,1
3992,38,1
4060,38,1
4067,38,1
4132,38,1
4193,38,1
4194,38,1
4195,38,1
4196,38,1
4204,38,1
4205,38,1
4206,38,1
4207,38,1
4208,38,1
4209,38,1
4225,38,1
4226,38,1
4227,38,1
4328,38,1
4393,38,1
4578,38,1
4816,38,1
4829,38,1
4830,38,1
5000,38,1
5012,38,1
5014,38,1
5015,38,1
5019,38,1
5070,38,1
5075,38,1
5170,38,1
5383,38,1
5384,38,1
5393,38,1
5394,38,1
5437,38,1
5441,38,1
5454,38,1
5461,38,1
5464,38,1
5467,38,1
5664,38,1
5665,38,1
5666,38,1
5747,38,1
5748,38,1
5771,38,1
5835,38,1
5872,38,1
5894,38,1
5933,38,1
5934,38,1
5936,38,1
5937,38,1
5941,38,1
5942,38,1
5943,38,1
5944,38,1
5945,38,1
5946,38,1
6086,38,1
6087,38,1
6089,38,1
6090,38,1
6091,38,1
6093,38,1
6094,38,1
6096,38,1
6097,38,1
6098,38,1
6099,38,1
6100,38,1
6101,38,1
6102,38,1
6103,38,1
6104,38,1
6105,38,1
6106,38,1
6108,38,1
6277,38,1
6279,38,1
6280,38,1
6281,38,1
6282,38,1
6286,38,1
6287,38,1
6289,38,1
6290,38,1
6292,38,1
6297,38,1
6298,38,1
6299,38,1
6400,38,1
6532,38,1
6784,38,1
6785,38,1
6786,38,1
6787,38,1
6788,38,1
6789,38,1
6793,38,1
6794,38,1
6795,38,1
6796,38,1
6797,38,1
6798,38,1
6799,38,1
6800,38,1
6801,38,1
6802,38,1
6803,38,1
6810,38,1
6811,38,1
6812,38,1
6814,38,1
6815,38,1
6816,38,1
6817,38,1
6818,38,1
6903,38,1
6906,38,1
6911,38,1
6916,38,1
6923,38,1
6940,38,1
6941,38,1
6942,38,1
6943,38,1
6944,38,1
6945,38,1
6958,38,1
6963,38,1
6969,38,1
6970,38,1
6971,38,1
6972,38,1
6976,38,1
6977,38,1
6980,38,1
69,39,1
111,39,1
389,39,1
422,39,1
439,39,1
442,39,1
541,39,1
562,39,1
581,39,1
649,39,1
887,39,1
902,39,1
930,39,1
932,39,1
940,39,1
1024,39,1
1034,39,1
1420,39,1
1566,39,1
1579,39,1
1585,39,1
1701,39,1
1778,39,1
2062,39,1
2231,39,1
2729,39,1
2733,39,1
2936,39,1
2940,39,1
3064,39,1
3352,39,1
3358,39,1
3457,39,1
3519,39,1
3596,39,1
3644,39,1
3673,39,1
3677,39,1
3685,39,1
3698,39,1
3735,39,1
3736,39,1
3876,39,1
3884,39,1
3887,39,1
3900,39,1
3961,39,1
4182,39,1
4800,39,1
4819,39,1
4875,39,1
4883,39,1
4906,39,1
5006,39,1
5155,39,1
5168,39,1
5193,39,1
5274,39,1
5282,39,1
5286,39,1
5342,39,1
5375,39,1
5465,39,1
5575,39,1
5655,39,1
5790,39,1
5904,39,1
5910,39,1
5911,39,1
6587,39,1
6783,39,1
665,40,1
666,40,1
667,40,1
722,40,1
1408,40,1
1409,40,1
1797,40,1
1798,40,1
1799,40,1
1800,40,1
1801,40,1
1802,40,1
1803,40,1
1805,40,1
1806,40,1
1807,40,1
1808,40,1
1809,40,1
1810,40,1
1811,40,1
1812,40,1
1813,40,1
1814,40,1
1815,40,1
1816,40,1
1817,40,1
1818,40,1
1819,40,1
1820,40,1
1821,40,1
1822,40,1
1823,40,1
1824,40,1
1825,40,1
1826,40,1
1827,40,1
1828,40,1
1829,40,1
1830,40,1
1831,40,1
1832,40,1
1833,40,1
1834,40,1
1835,40,1
1836,40,1
1837,40,1
1838,40,1
1839,40,1
1840,40,1
1841,40,1
1842,40,1
1843,40,1
1844,40,1
1845,40,1
1846,40,1
1847,40,1
1848,40,1
1849,40,1
1850,40,1
1851,40,1
1852,40,1
1853,40,1
1856,40,1
1857,40,1
1858,40,1
1859,40,1
1861,40,1
1862,40,1
1863,40,1
1864,40,1
1865,40,1
1866,40,1
1867,40,1
1868,40,1
1869,40,1
1875,40,1
1877,40,1
1881,40,1
1882,40,1
1883,40,1
1884,40,1
1886,40,1
1887,40,1
1888,40,1
1889,40,1
1890,40,1
1892,40,1
1893,40,1
1894,40,1
1895,40,1
1896,40,1
1897,40,1
1898,40,1
1899,40,1
1901,40,1
1902,40,1
1904,40,1
1906,40,1
1907,40,1
1909,40,1
1910,40,1
1911,40,1
3016,40,1
3070,40,1
3071,40,1
3072,40,1
3073,40,1
3074,40,1
3075,40,1
3076,40,1
3077,40,1
3078,40,1
3079,40,1
3080,40,1
3081,40,1
3082,40,1
3083,40,1
3084,40,1
3085,40,1
3086,40,1
3087,40,1
3088,40,1
3149,40,1
3189,40,1
3524,40,1
3537,40,1
3538,40,1
3539,40,1
3540,40,1
3541,40,1
3542,40,1
3543,40,1
3544,40,1
3545,40,1
3546,40,1
3547,40,1
3548,40,1
3551,40,1
3552,40,1
3553,40,1
3554,40,1
3555,40,1
3556,40,1
3557,40,1
3558,40,1
3559,40,1
3560,40,1
3561,40,1
3562,40,1
3564,40,1
3565,40,1
3568,40,1
3569,40,1
3572,40,1
3573,40,1
3574,40,1
3575,40,1
3578,40,1
3579,40,1
3580,40,1
3581,40,1
3582,40,1
3583,40,1
3584,40,1
3585,40,1
3586,40,1
3587,40,1
3588,40,1
3589,40,1
3590,40,1
3591,40,1
3592,40,1
3593,40,1
3594,40,1
3595,40,1
3596,40,1
3597,40,1
3598,40,1
3599,40,1
3600,40,1
3601,40,1
3602,40,1
3603,40,1
3604,40,1
3605,40,1
3606,40,1
3607,40,1
3608,40,1
3609,40,1
3610,40,1
3611,40,1
3612,40,1
3613,40,1
3614,40,1
3615,40,1
3616,40,1
3617,40,1
3618,40,1
3619,40,1
3620,40,1
3621,40,1
3622,40,1
3623,40,1
3624,40,1
3625,40,1
3626,40,1
3627,40,1
3628,40,1
3629,40,1
3630,40,1
3631,40,1
3632,40,1
3633,40,1
3634,40,1
3635,40,1
3636,40,1
3637,40,1
3638,40,1
3639,40,1
3641,40,1
3648,40,1
3649,40,1
3650,40,1
3651,40,1
3652,40,1
3653,40,1
3654,40,1
3655,40,1
3656,40,1
3657,40,1
3658,40,1
3659,40,1
3660,40,1
3661,40,1
3662,40,1
3663,40,1
3664,40,1
3665,40,1
3666,40,1
3667,40,1
3668,40,1
3669,40,1
3670,40,1
3671,40,1
3672,40,1
3673,40,1
3674,40,1
3675,40,1
3676,40,1
3677,40,1
3678,40,1
3679,40,1
3680,40,1
3681,40,1
3682,40,1
3683,40,1
3684,40,1
3685,40,1
3686,40,1
3687,40,1
3688,40,1
3689,40,1
3691,40,1
3692,40,1
3693,40,1
3694,40,1
3695,40,1
3696,40,1
3697,40,1
3698,40,1
3699,40,1
3700,40,1
3701,40,1
3702,40,1
3703,40,1
3704,40,1
3705,40,1
3706,40,1
3707,40,1
3708,40,1
3709,40,1
3710,40,1
3711,40,1
3712,40,1
3713,40,1
3714,40,1
3715,40,1
3716,40,1
3717,40,1
3718,40,1
3720,40,1
3721,40,1
3722,40,1
3723,40,1
3724,40,1
3725,40,1
3726,40,1
3727,40,1
3728,40,1
3729,40,1
3730,40,1
3731,40,1
3732,40,1
3733,40,1
3734,40,1
3735,40,1
3736,40,1
3737,40,1
3738,40,1
3739,40,1
3740,40,1
3741,40,1
3742,40,1
4388,40,1
4741,40,1
4742,40,1
4743,40,1
4775,40,1
4776,40,1
4777,40,1
4778,40,1
4779,40,1
4780,40,1
4781,40,1
4782,40,1
4783,40,1
4784,40,1
4785,40,1
4786,40,1
4969,40,1
4970,40,1
4971,40,1
4972,40,1
4973,40,1
4974,40,1
4975,40,1
4976,40,1
4977,40,1
4978,40,1
4979,40,1
4980,40,1
4981,40,1
4982,40,1
4983,40,1
4984,40,1
4985,40,1
4986,40,1
4987,40,1
4988,40,1
4989,40,1
4990,40,1
4993,40,1
4994,40,1
4997,40,1
4998,40,1
5000,40,1
5001,40,1
5003,40,1
5004,40,1
5092,40,1
5831,40,1
5832,40,1
5833,40,1
5835,40,1
5840,40,1
5841,40,1
5842,40,1
5843,40,1
5844,40,1
5848,40,1
5851,40,1
5852,40,1
5853,40,1
5854,40,1
5855,40,1
5856,40,1
5857,40,1
5858,40,1
5859,40,1
5861,40,1
6114,40,1
6115,40,1
6116,40,1
6117,40,1
6310,40,1
6311,40,1
6312,40,1
6313,40,1
6314,40,1
6315,40,1
6316,40,1
6317,40,1
6318,40,1
6324,40,1
6325,40,1
6326,40,1
6327,40,1
6328,40,1
6329,40,1
6330,40,1
6331,40,1
6332,40,1
6836,40,1
6837,40,1
6850,40,1
6851,40,1
6852,40,1
357,41,1
585,41,1
586,41,1
605,41,1
614,41,1
775,41,1
785,41,1
796,41,1
873,41,1
950,41,1
994,41,1
1623,41,1
1648,41,1
1665,41,1
1684,41,1
1703,41,1
1758,41,1
1876,41,1
1878,41,1
1885,41,1
1908,41,1
1920,41,1
2019,41,1
2042,41,1
2047,41,1
2051,41,1
2063,41,1
2083,41,1
2092,41,1
2112,41,1
2115,41,1
2119,41,1
2249,41,1
2301,41,1
2359,41,1
2360,41,1
2734,41,1
2743,41,1
2744,41,1
2745,41,1
2746,41,1
2828,41,1
2929,41,1
2983,41,1
3044,41,1
3090,41,1
3124,41,1
3166,41,1
3322,41,1
3418,41,1
3419,41,1
3420,41,1
3559,41,1
3562,41,1
3595,41,1
3624,41,1
3667,41,1
3678,41,1
3766,41,1
3769,41,1
3807,41,1
3850,41,1
3910,41,1
3967,41,1
4042,41,1
4085,41,1
4094,41,1
4106,41,1
4113,41,1
4121,41,1
4174,41,1
4188,41,1
4192,41,1
4199,41,1
4211,41,1
4288,41,1
4393,41,1
4412,41,1
4457,41,1
4458,41,1
4459,41,1
4460,41,1
4464,41,1
4465,41,1
4466,41,1
4467,41,1
4474,41,1
4475,41,1
4476,41,1
4478,41,1
4479,41,1
4480,41,1
4481,41,1
4482,41,1
4483,41,1
4716,41,1
4788,41,1
4823,41,1
4833,41,1
4853,41,1
4956,41,1
5233,41,1
5235,41,1
5362,41,1
5469,41,1
5481,41,1
5525,41,1
5526,41,1
5527,41,1
5601,41,1
5661,41,1
5765,41,1
5787,41,1
5903,41,1
5906,41,1
5908,41,1
5909,41,1
6014,41,1
6287,41,1
6312,41,1
6325,41,1
6352,41,1
6840,41,1
6850,41,1
6851,41,1
6880,41,1
3019,42,1
3020,42,1
3066,42,1
3069,42,1
3089,42,1
3090,42,1
3091,42,1
3092,42,1
3093,42,1
3094,42,1
3095,42,1
3096,42,1
3097,42,1
3098,42,1
3099,42,1
3100,42,1
3101,42,1
3102,42,1
3103,42,1
3104,42,1
3105,42,1
3106,42,1
3107,42,1
3108,42,1
3109,42,1
3110,42,1
3111,42,1
3112,42,1
3113,42,1
3114,42,1
3115,42,1
3116,42,1
3117,42,1
3118,42,1
3119,42,1
3120,42,1
3121,42,1
3122,42,1
3123,42,1
3124,42,1
3125,42,1
3126,42,1
3127,42,1
3128,42,1
3129,42,1
3130,42,1
3131,42,1
3132,42,1
3133,42,1
3134,42,1
3135,42,1
3136,42,1
3137,42,1
3138,42,1
3139,42,1
3140,42,1
3141,42,1
3142,42,1
3143,42,1
3144,42,1
3145,42,1
3146,42,1
3147,42,1
3148,42,1
3150,42,1
3151,42,1
3152,42,1
3153,42,1
3154,42,1
3155,42,1
3156,42,1
3157,42,1
3158,42,1
3159,42,1
3160,42,1
3161,42,1
3162,42,1
3163,42,1
3164,42,1
3165,42,1
3166,42,1
3167,42,1
3168,42,1
3169,42,1
3170,42,1
3171,42,1
3172,42,1
3173,42,1
3174,42,1
3175,42,1
3176,42,1
3177,42,1
3178,42,1
3179,42,1
3180,42,1
3181,42,1
3182,42,1
3183,42,1
3184,42,1
3185,42,1
3186,42,1
3187,42,1
3188,42,1
3190,42,1
4995,42,1
4996,42,1
5002,42,1
5005,42,1
5006,42,1
5025,42,1
5053,42,1
5054,42,1
5055,42,1
5056,42,1
5057,42,1
5058,42,1
5059,42,1
5060,42,1
5061,42,1
5062,42,1
5063,42,1
5064,42,1
5065,42,1
5066,42,1
5067,42,1
5068,42,1
5069,42,1
5083,42,1
5091,42,1
5093,42,1
5096,42,1
5367,42,1
5368,42,1
5369,42,1
5370,42,1
5752,42,1
5753,42,1
5754,42,1
5755,42,1
5839,42,1
6848,42,1
50,43,1
58,43,1
99,43,1
406,43,1
414,43,1
438,43,1
441,43,1
550,43,1
836,43,1
891,43,1
982,43,1
1048,43,1
1071,43,1
1143,43,1
1152,43,1
1175,43,1
1565,43,1
1574,43,1
1611,43,1
2231,43,1
2238,43,1
2285,43,1
2861,43,1
2999,43,1
3006,43,1
3324,43,1
3331,43,1
3350,43,1
3355,43,1
3442,43,1
3532,43,1
3553,43,1
3575,43,1
3604,43,1
3620,43,1
3628,43,1
3829,43,1
3872,43,1
3888,43,1
3894,43,1
3916,43,1
3917,43,1
3921,43,1
3929,43,1
3935,43,1
3946,43,1
4006,43,1
4011,43,1
4063,43,1
4089,43,1
4097,43,1
4112,43,1
4137,43,1
4177,43,1
4193,43,1
4372,43,1
4374,43,1
4559,43,1
4756,43,1
5274,43,1
5275,43,1
5281,43,1
5331,43,1
5337,43,1
5380,43,1
5448,43,1
5599,43,1
5626,43,1
5796,43,1
5910,43,1
5980,43,1
6262,43,1
6381,43,1
6419,43,1
6596,43,1
6707,43,1
6720,43,1
664,44,1
665,44,1
666,44,1
667,44,1
3016,44,1
3066,44,1
3067,44,1
3089,44,1
3090,44,1
3091,44,1
3092,44,1
3093,44,1
3094,44,1
3095,44,1
3096,44,1
3097,44,1
3098,44,1
3099,44,1
3100,44,1
3101,44,1
3102,44,1
3103,44,1
3104,44,1
3105,44,1
3106,44,1
3107,44,1
3108,44,1
3109,44,1
3110,44,1
3111,44,1
3112,44,1
3113,44,1
3114,44,1
3115,44,1
3116,44,1
3117,44,1
3118,44,1
3119,44,1
3120,44,1
3121,44,1
3122,44,1
3123,44,1
3124,44,1
3125,44,1
3126,44,1
3127,44,1
3128,44,1
3129,44,1
3130,44,1
3131,44,1
3132,44,1
3133,44,1
3134,44,1
3135,44,1
3136,44,1
3137,44,1
3138,44,1
3139,44,1
3140,44,1
3141,44,1
3142,44,1
3143,44,1
3144,44,1
3145,44,1
3146,44,1
3147,44,1
3148,44,1
3150,44,1
3151,44,1
3152,44,1
3153,44,1
3154,44,1
3155,44,1
3156,44,1
3157,44,1
3158,44,1
3159,44,1
3160,44,1
3161,44,1
3162,44,1
3163,44,1
3164,44,1
3165,44,1
3166,44,1
3167,44,1
3168,44,1
3169,44,1
3170,44,1
3171,44,1
3172,44,1
3173,44,1
3174,44,1
3175,44,1
3176,44,1
3177,44,1
3178,44,1
3179,44,1
3180,44,1
3181,44,1
3182,44,1
3183,44,1
3184,44,1
3185,44,1
3186,44,1
3187,44,1
3188,44,1
3190,44,1
3191,44,1
4995,44,1
4996,44,1
5002,44,1
5005,44,1
5006,44,1
5025,44,1
5053,44,1
5054,44,1
5055,44,1
5056,44,1
5057,44,1
5058,44,1
5059,44,1
5060,44,1
5061,44,1
5062,44,1
5063,44,1
5064,44,1
5065,44,1
5066,44,1
5067,44,1
5068,44,1
5069,44,1
5083,44,1
5091,44,1
5093,44,1
5096,44,1
5367,44,1
5368,44,1
5369,44,1
5370,44,1
5752,44,1
5753,44,1
5754,44,1
5755,44,1
5839,44,1
568,45,1
572,45,1
649,45,1
840,45,1
890,45,1
972,45,1
984,45,1
1023,45,1
1289,45,1
1295,45,1
1441,45,1
1448,45,1
1469,45,1
1783,45,1
1857,45,1
1873,45,1
1879,45,1
1880,45,1
1890,45,1
1891,45,1
1900,45,1
1985,45,1
2149,45,1
2770,45,1
2780,45,1
2787,45,1
2889,45,1
2966,45,1
2969,45,1
3023,45,1
3210,45,1
3212,45,1
3347,45,1
3781,45,1
3782,45,1
4179,45,1
4546,45,1
4744,45,1
5072,45,1
5073,45,1
5074,45,1
5085,45,1
5258,45,1
5375,45,1
5440,45,1
5917,45,1
5918,45,1
5974,45,1
5975,45,1
5976,45,1
5977,45,1
6044,45,1
6045,45,1
6046,45,1
6047,45,1
6048,45,1
6049,45,1
6051,45,1
6053,45,1
6514,45,1
6537,45,1
6538,45,1
6539,45,1
6540,45,1
6541,45,1
6543,45,1
6544,45,1
6545,45,1
6559,45,1
6560,45,1
6561,45,1
6562,45,1
6564,45,1
6565,45,1
6567,45,1
6568,45,1
6570,45,1
6612,45,1
6831,45,1
6895,45,1
6909,45,1
6910,45,1
6934,45,1
64,46,1
85,46,1
126,46,1
504,46,1
510,46,1
512,46,1
592,46,1
756,46,1
834,46,1
976,46,1
1007,46,1
1026,46,1
1053,46,1
1079,46,1
1100,46,1
1151,46,1
1166,46,1
1171,46,1
1335,46,1
1348,46,1
1434,46,1
1447,46,1
1459,46,1
1547,46,1
1563,46,1
1568,46,1
1597,46,1
1605,46,1
1612,46,1
1754,46,1
1796,46,1
1961,46,1
2183,46,1
2226,46,1
2284,46,1
2353,46,1
2897,46,1
2900,46,1
2901,46,1
3295,46,1
3326,46,1
3336,46,1
3340,46,1
3365,46,1
3533,46,1
3546,46,1
3573,46,1
3721,46,1
4041,46,1
4087,46,1
4111,46,1
4148,46,1
4156,46,1
4175,46,1
4189,46,1
4296,46,1
4376,46,1
4484,46,1
4499,46,1
4500,46,1
4750,46,1
4751,46,1
4752,46,1
4753,46,1
4973,46,1
4984,46,1
5156,46,1
5189,46,1
5271,46,1
5429,46,1
5964,46,1
5968,46,1
5982,46,1
6719,46,1
6725,46,1
6728,46,1
6752,46,1
65,47,1
609,47,1
614,47,1
638,47,1
663,47,1
729,47,1
754,47,1
757,47,1
835,47,1
1051,47,1
1101,47,1
1146,47,1
1167,47,1
1174,47,1
1346,47,1
1445,47,1
1460,47,1
1485,47,1
1537,47,1
1558,47,1
1562,47,1
1598,47,1
1610,47,1
1747,47,1
2159,47,1
2351,47,1
2353,47,1
2798,47,1
2997,47,1
3301,47,1
3349,47,1
3363,47,1
3370,47,1
3537,47,1
3548,47,1
3566,47,1
3666,47,1
3669,47,1
3676,47,1
3694,47,1
3914,47,1
3931,47,1
4042,47,1
4085,47,1
4094,47,1
4113,47,1
4121,47,1
4174,47,1
4188,47,1
4211,47,1
4282,47,1
4286,47,1
4529,47,1
5135,47,1
5165,47,1
5197,47,1
5204,47,1
5276,47,1
5277,47,1
5430,47,1
5828,47,1
5965,47,1
5969,47,1
5984,47,1
6208,47,1
6343,47,1
6344,47,1
6348,47,1
6359,47,1
6597,47,1
6694,47,1
6721,47,1
6727,47,1
6740,47,1
170,48,1
304,48,1
662,48,1
979,48,1
1030,48,1
1049,48,1
1104,48,1
1142,48,1
1162,48,1
1171,48,1
1458,48,1
1486,48,1
1582,48,1
1794,48,1
2192,48,1
2223,48,1
2229,48,1
2230,48,1
2799,48,1
2866,48,1
2899,48,1
2998,48,1
3293,48,1
3338,48,1
3339,48,1
3364,48,1
3405,48,1
3522,48,1
3632,48,1
3873,48,1
3885,48,1
3912,48,1
4004,48,1
4007,48,1
4031,48,1
4034,48,1
4090,48,1
4098,48,1
4119,48,1
4377,48,1
5195,48,1
5279,48,1
5376,48,1
5431,48,1
5970,48,1
5992,48,1
6595,48,1
6690,48,1
6692,48,1
6716,48,1
6718,48,1
6725,48,1
6764,48,1
6765,48,1
25,49,1
387,49,1
604,49,1
608,49,1
613,49,1
615,49,1
768,49,1
978,49,1
1102,49,1
1144,49,1
1153,49,1
1159,49,1
1167,49,1
1336,49,1
1604,49,1
1976,49,1
2276,49,1
2279,49,1
2296,49,1
2825,49,1
2898,49,1
2900,49,1
2997,49,1
2999,49,1
3006,49,1
3292,49,1
3302,49,1
3307,49,1
3329,49,1
3346,49,1
3361,49,1
3369,49,1
3523,49,1
3574,49,1
3605,49,1
3629,49,1
3827,49,1
3874,49,1
3902,49,1
4006,49,1
4014,49,1
4030,49,1
4040,49,1
4054,49,1
4066,49,1
4086,49,1
4095,49,1
4116,49,1
4138,49,1
4164,49,1
4477,49,1
4571,49,1
4722,49,1
4773,49,1
4971,49,1
4972,49,1
4975,49,1
5164,49,1
5270,49,1
5985,49,1
6219,49,1
6691,49,1
6693,49,1
6722,49,1
6741,49,1
6750,49,1
6759,49,1
6760,49,1
6762,49,1
6771,49,1
32,50,1
96,50,1
252,50,1
294,50,1
416,50,1
417,50,1
429,50,1
458,50,1
466,50,1
500,50,1
503,50,1
508,50,1
519,50,1
554,50,1
735,50,1
812,50,1
814,50,1
821,50,1
852,50,1
1195,50,1
1198,50,1
1200,50,1
1204,50,1
1205,50,1
1210,50,1
1220,50,1
1230,50,1
1302,50,1
1765,50,1
2133,50,1
2134,50,1
2610,50,1
2611,50,1
2620,50,1
2636,50,1
2919,50,1
2920,50,1
2988,50,1
3305,50,1
3306,50,1
3307,50,1
3700,50,1
3942,50,1
3945,50,1
4150,50,1
4152,50,1
4313,50,1
4332,50,1
4988,50,1
5171,50,1
5236,50,1
5248,50,1
5335,50,1
5400,50,1
5403,50,1
5404,50,1
5406,50,1
5704,50,1
5705,50,1
5798,50,1
5799,50,1
5807,50,1
5810,50,1
5815,50,1
5822,50,1
6199,50,1
6278,50,1
6279,50,1
6286,50,1
6292,50,1
6687,50,1
6820,50,1
6909,50,1
2770,51,1
2771,51,1
2772,51,1
2773,51,1
2774,51,1
2775,51,1
2776,51,1
2777,51,1
2778,51,1
2779,51,1
4387,51,1
4388,51,1
386,52,1
602,52,1
612,52,1
661,52,1
671,52,1
725,52,1
728,52,1
899,52,1
1150,52,1
1165,52,1
1166,52,1
1337,52,1
1617,52,1
2008,52,1
2160,52,1
2227,52,1
2277,52,1
2937,52,1
3655,52,1
3675,52,1
3911,52,1
3961,52,1
3998,52,1
4044,52,1
4065,52,1
4088,52,1
4096,52,1
4133,52,1
4146,52,1
4154,52,1
4176,52,1
4560,52,1
4561,52,1
4735,52,1
5166,52,1
5196,52,1
5201,52,1
5202,52,1
5207,52,1
5438,52,1
5963,52,1
5967,52,1
5971,52,1
5972,52,1
5979,52,1
5981,52,1
5989,52,1
6218,52,1
6342,52,1
6346,52,1
6349,52,1
6594,52,1
6747,52,1
6776,52,1
6779,52,1
6780,52,1
20,53,1
58,53,1
77,53,1
104,53,1
131,53,1
215,53,1
275,53,1
327,53,1
397,53,1
406,53,1
528,53,1
534,53,1
794,53,1
814,53,1
964,53,1
1191,53,1
1195,53,1
1205,53,1
1208,53,1
1209,53,1
1210,53,1
1220,53,1
1229,53,1
1661,53,1
1676,53,1
1677,53,1
1699,53,1
1876,53,1
1878,53,1
1885,53,1
1908,53,1
2049,53,1
2053,53,1
2116,53,1
2366,53,1
2368,53,1
2396,53,1
2403,53,1
2489,53,1
2584,53,1
2838,53,1
2867,53,1
2943,53,1
2967,53,1
3190,53,1
3973,53,1
3976,53,1
3984,53,1
3989,53,1
4042,53,1
4076,53,1
4080,53,1
4085,53,1
4094,53,1
4121,53,1
4159,53,1
4174,53,1
4188,53,1
4211,53,1
4677,53,1
4909,53,1
4957,53,1
5319,53,1
5363,53,1
5506,53,1
5528,53,1
5666,53,1
5706,53,1
5707,53,1
5778,53,1
5894,53,1
5998,53,1
6230,53,1
6256,53,1
6261,53,1
6298,53,1
6620,53,1
6636,53,1
6650,53,1
6654,53,1
6892,53,1
6901,53,1
6,54,1
258,54,1
259,54,1
260,54,1
273,54,1
281,54,1
283,54,1
303,54,1
304,54,1
305,54,1
306,54,1
307,54,1
308,54,1
404,54,1
405,54,1
463,54,1
465,54,1
486,54,1
608,54,1
609,54,1
610,54,1
611,54,1
612,54,1
753,54,1
871,54,1
883,54,1
1291,54,1
1292,54,1
1293,54,1
1294,54,1
1307,54,1
1308,54,1
1311,54,1
1319,54,1
1320,54,1
1323,54,1
1628,54,1
1840,54,1
2810,54,1
2821,54,1
3024,54,1
3028,54,1
3210,54,1
3213,54,1
3386,54,1
3513,54,1
3514,54,1
3770,54,1
3773,54,1
3945,54,1
4443,54,1
4766,54,1
4767,54,1
4768,54,1
4769,54,1
4770,54,1
4773,54,1
4774,54,1
4814,54,1
4988,54,1
5018,54,1
5092,54,1
5218,54,1
5219,54,1
5222,54,1
5223,54,1
5225,54,1
5226,54,1
5227,54,1
5228,54,1
5230,54,1
5234,54,1
5235,54,1
5238,54,1
5239,54,1
5240,54,1
5242,54,1
5244,54,1
5245,54,1
5246,54,1
5247,54,1
5248,54,1
5249,54,1
5252,54,1
5254,54,1
5255,54,1
5257,54,1
5259,54,1
5260,54,1
5261,54,1
5264,54,1
5266,54,1
5267,54,1
5268,54,1
5269,54,1
5652,54,1
5676,54,1
5769,54,1
5852,54,1
5854,54,1
5939,54,1
6115,54,1
6116,54,1
6189,54,1
6190,54,1
6605,54,1
6606,54,1
6885,54,1
6905,54,1
6907,54,1
6913,54,1
96,55,1
128,55,1
534,55,1
1120,55,1
1248,55,1
1259,55,1
1260,55,1
1261,55,1
1268,55,1
1296,55,1
1297,55,1
1314,55,1
1315,55,1
1321,55,1
1325,55,1
1326,55,1
1625,55,1
1631,55,1
1639,55,1
1641,55,1
1642,55,1
1643,55,1
1644,55,1
1645,55,1
1664,55,1
1670,55,1
1671,55,1
1672,55,1
1673,55,1
1674,55,1
1675,55,1
1678,55,1
1679,55,1
1680,55,1
1706,55,1
1709,55,1
1710,55,1
2045,55,1
2063,55,1
2064,55,1
2065,55,1
2066,55,1
2067,55,1
2068,55,1
2074,55,1
2079,55,1
2083,55,1
2085,55,1
2086,55,1
2087,55,1
2089,55,1
2097,55,1
2125,55,1
2219,55,1
2236,55,1
2412,55,1
2413,55,1
2414,55,1
2415,55,1
2416,55,1
2418,55,1
2421,55,1
2423,55,1
2424,55,1
2425,55,1
2426,55,1
2429,55,1
2433,55,1
2435,55,1
2436,55,1
2443,55,1
2447,55,1
2448,55,1
2449,55,1
2450,55,1
2460,55,1
2464,55,1
2465,55,1
2466,55,1
2467,55,1
2477,55,1
2478,55,1
2480,55,1
2481,55,1
2491,55,1
2495,55,1
2496,55,1
2497,55,1
